Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Rescue-Other,Chambers Street and Church Street,Manhattan,06/03/2020 1:54,06/03/2020 3:08,40.714929,-74.007999
Fire-2nd Alarm,541 West 158 Street,Manhattan,06/04/2020 5:59,06/04/2020 7:25,40.83402755,-73.94268566
Structural-Collapse,1319 Teller Avenue,Bronx,06/05/2020 23:16,06/06/2020 0:52,40.83488362,-73.91012199
Fire-2nd Alarm,734 Alabama Avenue,Brooklyn,06/05/2020 3:34,06/06/2020 0:55,40.65826047,-73.89366398
Law Enforcement-Suspicious Package,127 Utica Avenue,Brooklyn,06/06/2020 14:40,06/06/2020 16:27,40.6747244,-73.93053187
Transportation-Car,8805 18TH AVENUE,Brooklyn,06/06/2020 18:13,06/06/2020 20:10,40.60301434,-74.00701607
Rescue-Other,13-31 College Point Boulevard,Queens,06/07/2020 23:11,06/08/2020 1:53,40.78583829,-73.84572177
Law Enforcement-Suspicious Package,900 3rd Avenue,Brooklyn,06/08/2020 11:26,06/08/2020 13:31,40.65699995,-74.00514257
Medical-Public Health,165 Cadman Plaza East,Brooklyn,03/15/2020 11:15:25 PM,06/08/2020 14:58,40.69979588,-73.9897529
Administration-Other,59 Maiden Lane,Manhattan,06/08/2020 18:28,06/08/2020 23:47,40.70822367,-74.00812017
Fire-3rd Alarm,94-26 40th Road,Queens,06/10/2020 5:44,06/10/2020 12:10,40.7482522,-73.87124472
Structural-Stability Problem,37-15 93rd Street,Queens,06/11/2020 12:08,06/11/2020 13:03,40.750362,-73.8738495
Law Enforcement-Device,Queens Boulevard  & 40th Street,Queens,06/13/2020 01:23:31 AM,06/13/2020 01:39:13 AM,40.743648,-73.92429
Utility-Water Main,830 Third Avenue,Manhattan,06/14/2020 06:29:56 PM,06/15/2020 09:43:55 AM,40.75631103,-73.97049242
Structural-Elevator,170 Tillary Street,Brooklyn,06/15/2020 08:15:59 AM,06/15/2020 10:14:25 AM,40.69589091,-73.98345022
Utility-Other,131 Broome Street,Manhattan,12/20/2016 07:24:51 PM,12/20/2016 09:41:23 PM,40.71442154,-74.00607638
Transportation-Other,,Queens,01/19/2017 04:08:25 AM,01/19/2017 09:10:28 AM,40.74419566,-73.77154424
HazMat-Fuel,125 Apollo Street,Brooklyn,01/28/2017 10:19:54 PM,01/29/2017 01:23:20 AM,40.72823965,-73.93813641
Structural-Street Collapse,205 East 33 Street,Manhattan,02/14/2017 09:13:41 AM,02/26/2017 03:06:31 AM,40.71442154,-74.00607638
Utility-Manhole,51 Junius Street,Brooklyn,04/27/2017 04:41:08 AM,04/27/2017 08:55:55 PM,40.67366936,-73.90398628
Fire-10-76 (Commercial High Rise Fire),210 Joralemon Street,Brooklyn,08/11/2018 0:08,08/11/2018 0:48,40.69248562,-73.99089526
Fire-Sensitive Location,511 West 148 Street,Manhattan,12/21/2018 03:26:35 PM,12/21/2018 05:53:06 PM,40.82749824,-73.94697202
Fire-2nd Alarm,528 East 142 Street,Brinx,06/16/2020 12:13:51 PM,06/16/2020 03:57:16 PM,40.81003698,-73.91675229
Utility-Other,930 Flushing Avenue,Brooklyn,06/16/2020 11:06:20 PM,06/17/2020 05:24:24 AM,40.70233505,-73.93502577
Law Enforcement-Suspicious Package,147-02 Hillside Avenue,Queens,06/15/2020 02:56:13 PM,06/17/2020 10:38:52 AM,40.705632,-73.809405
Fire-10-76 (Commercial High Rise Fire),350 5th Avenue,Manhattan,06/17/2020 12:33:03 PM,06/17/2020 02:24:21 PM,40.74840136,-73.98466907
Fire-10-76 (Commercial High Rise Fire),52 Broadway,Manhattan,06/19/2020 03:50:57 PM,,,
HazMat-High Carbon Monoxide,246 Watchogue Road,Staten Island,06/22/2020 09:35:01 AM,06/22/2020 10:12:12 AM,40.61597405,-74.13756524
Structural-Falling Debris,1466 Grand Concourse,Bronx,06/22/2020 09:17:12 AM,06/22/2020 11:16:41 AM,40.84058334,-73.91261448
Fire-3rd Alarm,158 West 125th Street,Manhattan,05/17/2020 07:55:23 PM,06/22/2020 11:47:05 AM,40.80867927,-73.94782476
Structural-Street Collapse,208 West 141 Street,Manhattan,06/22/2020 04:07:32 PM,06/22/2020 11:35:42 PM,40.81922081,-73.94141837
Utility-Other,Jackson Heights,Queens,06/22/2020 06:31:49 AM,06/23/2020 06:59:45 AM,40.7494,-73.88756
Fire-1st Alarm,6112 Main Street,Queens,06/21/2020 04:43:14 AM,06/23/2020 06:20:37 PM,40.741659,-73.825497
Utility-Water Main,135 Richards Street,Brooklyn,06/23/2020 08:49:24 PM,06/24/2020 12:31:13 PM,40.67726968,-74.01022814
Fire-1st Alarm,265 East 161st Street,Bronx,06/24/2020 03:41:15 PM,06/24/2020 06:11:07 PM,40.82595676,-73.91952336
Fire-1st Alarm,211 Ainslie Street,Brooklyn,06/25/2020 01:01:49 PM,06/25/2020 02:26:09 PM,40.71296996,-73.94555004
Fire-1st Alarm,330 West 36th Street,Manhattan,06/25/2020 01:55:53 PM,06/25/2020 02:30:37 PM,40.75378714,-73.99344172
Fire-1st Alarm,4th Avenue & 9th Street,Brooklyn,06/26/2020 04:02:38 PM,06/26/2020 04:59:25 PM,40.67037,-73.9887705
Structural-Street Collapse,West 4th Street  & Avenue T,Brooklyn,06/22/2020 04:31:47 PM,06/26/2020 05:16:31 PM,40.598964,-73.9759995
HazMat-High Carbon Monoxide,344 West 23 Street,Manhattan,06/26/2020 02:33:24 PM,06/26/2020 08:32:18 PM,40.74584683,-74.00003849
Fire-10-77 (Residential High Rise Fire),36 Central Park South,Manhattan,06/29/2020 08:54:41 AM,06/29/2020 10:18:05 AM,40.76519838,-73.97529692
Utility-Gas Service Line,672 51st Street,Brooklyn,06/29/2020 04:50:31 PM,06/29/2020 08:06:08 PM,40.64213172,-74.00694618
Fire-Collapse,902 57 Street,Brooklyn,06/29/2020 08:47:30 PM,06/29/2020 10:34:36 PM,40.63576648,-74.00549171
Fire-10-76 (Commercial High Rise Fire),425 West 15th Street,Manhattan,03/28/2017 12:24:27 PM,03/28/2017 01:39:16 PM,,
Law Enforcement-Suspicious Package,Jay Street  & Metrotech,Brooklyn,01/26/2018 10:59:48 AM,01/26/2018 12:19:59 PM,40.692213,-73.9872945
Law Enforcement-Suspicious Package,14 E. 15 Street,Manhattan,04/15/2018 05:10:27 PM,04/15/2018 05:27:31 PM,40.73649279,-73.99285665
Rescue-Technical,45-07 court square West,Queens,06/23/2018 04:27:45 PM,06/23/2018 06:41:16 PM,40.74646366,-73.94287893
Fire-Sensitive Location,219 West 132nd Street,Manhattan,02/28/2019 08:49:12 AM,02/28/2019 09:25:48 AM,40.81379419,-73.94598951
Structural-Partial Collapse,Newkirk Avenue  & Nostrand Avenue,Brooklyn,06/29/2020 09:06:27 PM,06/29/2020 10:54:32 PM,40.639986,-73.948401
Utility-Gas Main Rupture,56-01 Grand Central Parkway,Queens,06/30/2020 10:48:15 AM,06/30/2020 01:26:07 PM,40.743873,-73.8445995
Utility-Gas High Pressure,881 Erskine Street,Brooklyn,06/30/2020 02:09:41 PM,06/30/2020 05:09:43 PM,,
Fire-Manhole,288 Hicks Street,Brooklyn,07/01/2020 15:10,07/01/2020 19:03,40.69264002,-73.99723303
Transportation-Train Subway,1 Pennsyllvania Plaza,Manhattan,07/01/2020 18:04,07/01/2020 19:23,40.75167759,-73.99247041
Fire-Collapse,246 54th Street,Brooklyn,06/23/2020 12:09:05 AM,07/02/2020 13:31,40.64613109,-74.01811977
Fire-Haz Mat,220 46 Street,Brooklyn,07/02/2020 12:52,07/03/2020 5:19,40.65089001,-74.014067
Structural-Partial Collapse,246 54 Street,Brooklyn,05/30/2020 03:09:45 PM,07/03/2020 5:21,40.64613109,-74.01811977
HazMat-High Carbon Monoxide,1473 Montgomery Avenue,Bronx,07/02/2020 13:54,07/03/2020 8:38,40.84754002,-73.92128897
Structural-Falling Debris,110-39 Sutphin Boulevard,Queens,07/02/2020 11:02,07/03/2020 10:57,40.68911999,-73.79579
Structural-Other,730 5th Avenue,Manhattan,07/03/2020 10:38,07/03/2020 11:22,40.76278511,-73.97416148
Structural-Falling Debris,8 Catherine Street,Manhattan,07/03/2020 17:58,07/03/2020 18:58,40.71358795,-73.9973951
HazMat-High Carbon Monoxide,172 Nagle Avenue,Bronx,07/05/2020 4:27,07/05/2020 4:39,40.86184998,-73.92450904
Fire-2nd Alarm,120 West 167th Street,Bronx,07/04/2020 3:20,07/05/2020 11:23,40.83645998,-73.92636697
Fire-Other,86-22 Roosevelt Avenue,Queens,07/05/2020 21:45,07/05/2020 23:17,40.74799,-73.87927199
Fire-2nd Alarm,30 Linden Blvd,Brooklyn,07/06/2020 2:05,07/06/2020 4:22,40.65207999,-73.95791797
Fire-2nd Alarm,24 Grove Street,Staten Island,07/06/2020 13:51,07/06/2020 17:04,40.62688001,-74.08175103
Fire-5th Alarm,1555 Grand Concourse,Bronx,10/04/2019 20:39,,40.84228477,-73.91246178
Utility-Manhole,West 225th Street  & Broadway,Bronx,07/07/2020 10:27,07/07/2020 21:58,40.87423005,-73.9102899
Fire-2nd Alarm,37-01 30th Avenue,Queens,07/07/2020 20:47,07/08/2020 1:56,40.76469999,-73.91638798
Utility-Water Main,75 Longview Road,Staten Island,10/07/2019 11:45,,40.61150529,-74.09053114
Utility-Power Outage,240 Broadway,Staten Island,07/08/2020 4:09,07/08/2020 4:44,40.6359097,-74.11752372
Utility-Water Service Line,54 St. John's Place,Brooklyn,07/07/2020 10:42,07/08/2020 21:39,40.67772002,-73.97764997
Structural-Collapse,203 East 38 Street,Manhattan,07/08/2020 12:04,07/09/2020 6:08,40.74825231,-73.9760959
Utility-Gas High Pressure,48th Avenue & 69th Street,Queens,07/09/2020 9:01,07/09/2020 10:14,40.73836003,-73.89588996
Structural-Street Collapse,Cheever Place & Kane Street,Brooklyn,01/19/2017 10:18:23 AM,01/19/2017 12:13:20 PM,40.68693334,-73.99895821
Utility-Phone Outage,1233 York Avenue,Manhattan,03/28/2017 05:24:06 PM,03/28/2017 09:40:49 PM,40.71442154,-74.00607638
Structural-Partial Collapse,246 West Fordham Road,Bronx,04/01/2017 9:55,04/19/2017 11:08:28 AM,40.86171657,-73.91068343
Rescue-Other,West 36 Street  & 8 Avenue,Manhattan,05/31/2017 04:38:12 PM,05/31/2017 05:27:03 PM,40.71442154,-74.00607638
Fire-5th Alarm,1136 Olmstead Avenue,Bronx,06/22/2017 03:51:02 PM,06/25/2017 12:33:12 AM,40.8304185,-73.85380655
Utility-Power Outage,Beach 207 Street & 8th avenue,Queens,12/21/2018 03:45:25 PM,12/21/2018 06:13:38 PM,40.55895,-73.916181
Utility-Gas High Pressure,Beach 135 Street  & Cronston Ave,Queens,02/19/2019 07:56:36 AM,02/19/2019 10:27:53 AM,40.578039,-73.8551115
Fire-2nd Alarm,104-18 Metropolitan Avenue,Queens,03/26/2019 07:32:44 AM,03/26/2019 10:20:41 AM,40.71002965,-73.84834682
Transportation-Other,Avenue N & Schenectady Avenue,Brooklyn,06/06/2019 15:43,06/06/2019 16:20,40.618764,-73.9298025
Fire-Haz Mat,Grand Central Parkway  & 82nd Street,Queens,07/09/2020 8:16,07/09/2020 16:58,40.766337,-73.8876015
Fire-Collapse,628 Greene Avenue,Brooklyn,07/09/2020 22:53,07/10/2020 0:53,40.68911002,-73.94378398
Fire-Manhole,5616 6th Avenue,Brooklyn,07/09/2020 19:49,07/10/2020 1:29,40.64017898,-74.01226497
Fire-Manhole,275 Pennsylvania Avenue,Brooklyn,07/09/2020 19:56,07/10/2020 5:02,40.67086999,-73.89541797
Transportation-Other,Cross BRonx Expressway  & Whitestone Bridge,Bronx,07/10/2020 11:16,07/10/2020 15:31,40.84548484,-73.92805955
Fire-Other,1825 Eastchester Road,Bronx,07/10/2020 16:36,07/10/2020 19:07,40.84999001,-73.84542796
HazMat-High Carbon Monoxide,59-27 Menahan Street,Queens,07/10/2020 16:54,07/10/2020 20:23,40.71034,-73.90374103
Utility-Steam Main,Beaver Street  & Broadway,Manhattan,07/10/2020 14:44,07/10/2020 20:49,40.70504004,-74.01331992
Utility-Power Outage,58-65 52nd Road,Queens,07/10/2020 23:09,07/11/2020 1:04,40.73446001,-73.90736998
Structural-Falling Debris,1869 Lexington Avenue,Manhattan,07/11/2020 14:41,07/11/2020 15:48,40.79853286,-73.94160748
Weather-Tropical Depression,165 Cadman Plaza East,Brooklyn,07/05/2020 15:38,07/13/2020 08:43:59 PM,40.69979588,-73.9897529
Structural-Cracks,45-18 Court Square,Queens,07/13/2020 01:12:08 PM,07/15/2020 12:43:10 PM,40.74584,-73.94376303
Structural-Sidewalk Shed,26 Beaver Street,Manhattan,07/15/2020 04:12:18 PM,07/15/2020 05:08:44 PM,40.70490307,-74.01185977
Fire-1st Alarm,Laguardia Airport,Queens,07/17/2020 01:20:03 PM,07/17/2020 01:44:26 PM,40.77309718,-73.875576
Law Enforcement-Device,199-05 33rd Avenue,Queens,07/17/2020 05:57:01 PM,07/17/2020 06:35:56 PM,40.76796001,-73.78910501
Fire-Other,33rd Street & 7th Avenue,Manhattan,07/17/2020 08:07:18 PM,07/17/2020 08:14:17 PM,40.75032004,-73.99109991
Utility-Water Main,2305 Linden Blvd,Brooklyn,11/17/2017 12:40:55 PM,11/17/2017 12:54:57 PM,,
Fire-10-76 (Commercial High Rise Fire),420 Lexington Ave,Manhattan,12/06/2017 9:38,12/06/2017 11:07,,
Structural-Collapse,217 9 street,Brooklyn,05/17/2018 11:20:00 PM,05/19/2018 09:14:57 PM,40.67085477,-73.98973949
Fire-Other,4915 10th Aveneu,Brooklyn,05/21/2018 11:59:31 AM,05/21/2018 12:29:44 PM,40.63870381,-73.9989691
Fire-10-77 (Residential High Rise Fire),200 West 147 Street,Manhattan,12/22/2018 09:41:29 AM,12/22/2018 11:32:27 AM,40.82320279,-73.9388416
Fire-Collapse,338 West 15th Street,Manhattan,07/17/2020 07:29:32 PM,07/17/2020 09:10:08 PM,40.74088996,-74.00324648
Utility-Water Main,261 West 28th Street,Manhattan,07/15/2020 04:43:37 AM,07/17/2020 09:31:34 PM,40.74802453,-73.99504596
Fire-2nd Alarm,2045 Story Avenue,Bronx,07/18/2020 12:13:26 PM,07/18/2020 02:31:16 PM,40.82499002,-73.85402403
Fire-2nd Alarm,139 Montrose Avenue,Brooklyn,07/18/2020 04:20:09 PM,07/18/2020 05:38:08 PM,40.70738999,-73.94386001
Utility-Water Main,39-09 47th Avenue,Queens,07/18/2020 03:23:27 PM,07/19/2020 07:13:17 AM,40.74209002,-73.92609901
Fire-2nd Alarm,57 West 58th Street,Manhattan,07/19/2020 05:01:56 PM,07/19/2020 07:44:21 PM,40.76451057,-73.97529615
Structural-Collapse,965 46th Street,Brooklyn,07/19/2020 09:08:57 PM,07/19/2020 10:32:56 PM,40.64112002,-73.99746597
Law Enforcement-Device,440 saint johns place,Brooklyn,07/19/2020 09:52:35 PM,07/19/2020 10:56:22 PM,40.67359998,-73.96380701
Fire-2nd Alarm,2394 Adam Clayton Powell Jr. Blvd,Manhattan,07/20/2020 01:32:13 AM,07/20/2020 03:40:18 AM,40.81840071,-73.94160696
Utility-Gas Main Rupture,Beach 73 Street & Rockaway Beach Boulevard,Brooklyn,07/20/2020 11:13:28 AM,07/20/2020 01:54:59 PM,40.58909003,-73.80111988
Fire-Other,Gowanus Expressway  & Hamilton Avenue,Brooklyn,07/21/2020 03:07:48 AM,07/21/2020 08:19:34 AM,40.672431,-73.9988505
Fire-Other,Bruckner Expressway & Country Club Road,Bronx,07/21/2020 12:10:31 AM,07/21/2020 08:22:10 AM,40.84288006,-73.8258299
Structural-Street Collapse,126 East 2nd Street,Manhattan,06/28/2020 01:39:22 AM,07/21/2020 11:23:32 AM,40.7234857,-73.98667821
Fire-1st Alarm,723 East 13th Street,Manhattan,07/21/2020 05:15:47 PM,07/21/2020 06:16:43 PM,40.72757302,-73.97559665
Fire-2nd Alarm,165 Cadman Plaza East,Brooklyn,07/22/2020 11:27:45 AM,07/22/2020 11:38:20 AM,40.69980832,-73.98976959
Fire-2nd Alarm,110 Watkins Street,Brooklyn,07/22/2020 11:23:28 AM,07/22/2020 08:53:55 PM,40.67039,-73.908165
Utility-Power Outage,East Tremont Avenue  & Samson Avenue,Bronx,07/22/2020 05:39:22 PM,07/22/2020 08:56:03 PM,40.82048005,-73.81807991
Fire-2nd Alarm,171 Arlington Avenue,Brooklyn,07/22/2020 07:56:51 PM,07/23/2020 12:02:42 AM,40.68040998,-73.88837198
Utility-Power Outage,97-20 Foster Avenue,Brooklyn,07/22/2020 08:25:44 PM,07/23/2020 12:14:42 AM,40.6280053,-73.97583815
Utility-Other,Lexington Avenue & East 59th Street,Manhattan,07/23/2020 04:06:42 AM,07/23/2020 04:45:04 AM,40.76223006,-73.96819988
Transportation-Train Subway,West 34th Street & 8th Avenue,Manhattan,07/23/2020 07:32:15 PM,07/23/2020 08:18:37 PM,40.75219004,-73.99345992
Fire-1st Alarm,134-02 Sutter Avenue,Queens,07/22/2020 09:06:19 PM,07/23/2020 11:14:48 PM,40.67216001,-73.804333
Structural-Partial Collapse,1412 St johns Place,Brooklyn,07/22/2020 03:48:12 PM,07/24/2020 06:40:49 PM,40.67045002,-73.93145303
Structural-Sidewalk Shed,49 Edgecombe Avenue,Manhattan,07/25/2020 04:57:00 PM,07/25/2020 09:33:14 PM,40.81846645,-73.94698434
Fire-10-77 (Residential High Rise Fire),410 Riverside Drive,Manhattan,07/27/2020 07:08:54 AM,07/27/2020 09:15:14 AM,40.80688463,-73.96706421
Utility-Water Main,7th Avenue & West 27 Street,Manhattan,12/03/2016 4:17,12/03/2016 17:03,40.71442154,-74.00607638
Fire-2nd Alarm,450 X Avenue,Brooklyn,12/21/2016 09:49:59 PM,12/22/2016 12:00:14 AM,40.59092917,-73.96630208
Fire-2nd Alarm,88-21 132 Street,Queens,01/29/2017 10:44:27 AM,01/29/2017 11:33:03 AM,40.71400364,-73.82998933
Structural-Collapse,37-50 82 street,queens,02/13/2017 07:22:29 PM,02/13/2017 09:19:55 PM,40.73235911,-73.75523199
Rescue-Confined Space,,Brooklyn,06/25/2017 01:27:00 AM,06/25/2017 02:19:52 AM,,
Structural-Other,508 West 126 Street,Manhattan,08/15/2017 11:55:01 AM,08/16/2017 10:41:39 AM,40.81443511,-73.95599463
Transportation-Other,Grand Central Pkwy & 108 Street,queens,01/05/2018 9:37,01/05/2018 12:40,,
Fire-5th Alarm,,Brooklyn,12/28/2017 07:12:14 PM,01/05/2018 18:17,,
Utility-Power Outage,745 East 152 Street,Bronx,07/27/2020 09:17:32 PM,07/28/2020 02:48:41 AM,40.81603999,-73.90706697
Fire-10-77 (Residential High Rise Fire),112 West 56th Street,Manhattan,07/29/2020 01:02:31 PM,07/29/2020 08:31:28 PM,40.76390207,-73.97847177
Fire-10-76 (Commercial High Rise Fire),265 West 37th Street,Manhattan,07/31/2020 12:29:24 AM,07/31/2020 01:51:22 AM,40.75372789,-73.99103269
Transportation-Other,Cross Island Parkway  & Throggs Neck Bridge,Queens,07/31/2020 03:36:29 AM,07/31/2020 05:11:15 AM,40.78867061,-73.7789936
Fire-2nd Alarm,3440 Broadway,Manhattan,08/02/2020 2:31,08/02/2020 3:47,40.82323445,-73.95257351
Utility-Water Service Line,1457 3rd Avenue,Manhatta,08/03/2020 10:46,08/03/2020 12:37,40.776386,-73.95568649
Structural-Evacuation,1238 Bedford Avenue,Brooklyn,08/03/2020 11:57,08/03/2020 14:09,40.68158999,-73.95372199
Transportation-Train Subway,East 15th Street  & Avenue M,Brooklyn,08/04/2020 14:22,08/04/2020 14:49,40.61779004,-73.95999995
Fire-Collapse,251 East 77th Street,Manhattan,08/04/2020 15:34,08/05/2020 1:12,40.77254718,-73.95708062
Utility-Power Outage,Amboy Road & Joline Avenue,Staten Island,08/04/2020 12:10,08/05/2020 1:15,40.51346003,-74.2374199
Fire-2nd Alarm,73 Woodbine Street,Brooklyn,08/04/2020 18:13,08/05/2020 1:20,40.69090999,-73.918533
Structural-Partial Collapse,134-22 233 Street,Queens,08/05/2020 9:58,08/05/2020 12:42,40.67438,-73.737417
Utility-Power Outage,200 Lafayette Avenue,Staten Island,08/05/2020 22:31,08/05/2020 23:01,40.64004001,-74.094501
Utility-Power Outage,78 Richmond Terrace,Staten Island,08/06/2020 1:39,08/06/2020 2:48,40.64478161,-74.07712631
Fire-10-76 (Commercial High Rise Fire),363 7th Avenue,Manhattan,08/06/2020 20:28,08/06/2020 21:19,40.74853155,-73.99231137
Utility-Power Outage,125th & Broadway,Manhattan,08/07/2020 5:37,08/07/2020 7:58,40.81530081,-73.95795347
Administration-Other,930 Flushing Avenue,Brooklyn,08/08/2020 20:08,08/09/2020 11:54,40.70245338,-73.9346538
Utility-Power Outage,315 Beach 9 Street,Queens,08/04/2020 14:49,08/10/2020 12:33,40.71400364,-73.82998933
Utility-Gas High Pressure,29-76 Northern Blvd.,Queens,08/12/2020 10:17,08/12/2020 12:01,40.75065,-73.93484804
Utility-Power Outage,320 Beach 104th Street,Queens,12/22/2016 10:48:34 AM,12/22/2016 12:03:18 PM,,
Law Enforcement-Device,335 York Ave,Staten Island,01/19/2017 01:36:22 PM,01/19/2017 02:58:54 PM,40.63823702,-74.08815826
Structural-Falling Debris,55 Church Street,Manhattan,02/13/2017 12:00:52 PM,02/14/2017 01:01:33 AM,40.71442154,-74.00607638
Structural-Street Collapse,54 East 181 Street,Bronx,06/10/2017 19:11,06/11/2017 19:34,40.85523504,-73.90452359
Structural-Crane,200 edgewater street,Staten Island,08/11/2018 11:46,08/11/2018 16:18,,
Law Enforcement-Other,10 Columbus Circle,Manhattan,10/24/2018 01:08:50 PM,10/29/2018 05:56:04 PM,40.76804662,-73.98248906
Fire-Manhole,333 Kingston Avenue,Brooklyn,08/12/2020 12:13,08/13/2020 05:09:52 AM,40.66786001,-73.94219796
Fire-2nd Alarm,551 East 179th Street,Bronx,08/12/2020 12:32,08/13/2020 03:21:28 PM,40.84879001,-73.89380102
Fire-10-76 (Commercial High Rise Fire),125 White Street,Manhattan,08/14/2020 08:55:57 PM,08/14/2020 10:05:01 PM,40.71679634,-74.00069277
Utility-Power Outage,402 Beach 169th Street,Queens,08/15/2020 09:26:59 PM,,40.56756002,-73.88261
Utility-Power Outage,130 West Kingsbridge Road,Bronx,08/17/2020 10:44:30 AM,08/20/2020 02:18:28 AM,40.86746502,-73.90612501
Utility-Water Main,69th Street  & Queens Boulevard,Queens,08/19/2020 09:58:17 AM,08/20/2020 08:49:21 AM,40.74045006,-73.89582994
Utility-Gas High Pressure,141 Norway Aveune,Staten Island,08/21/2020 09:42:53 AM,08/21/2020 10:24:03 AM,40.59509,-74.07904301
Fire-3rd Alarm,8 Holly Avenue,Staten Island,08/21/2020 03:16:39 AM,08/21/2020 11:18:39 AM,40.54388001,-74.15131798
Rescue-Confined Space,50 West 69 Street,Manhattan,08/22/2020 01:13:07 PM,08/22/2020 01:38:38 PM,40.77491424,-73.97905791
Fire-10-76 (Commercial High Rise Fire),233 West 125 Street,Manhattan,08/23/2020 10:36:12 AM,08/23/2020 11:49:42 AM,40.80955995,-73.94953651
Fire-Collapse,207 East 53 Street,Brooklyn,08/23/2020 09:35:38 AM,08/24/2020 11:54:56 AM,40.65496001,-73.92761202
Fire-1st Alarm,12266 Flatlands Avenue,Brooklyn,08/24/2020 04:14:30 PM,08/24/2020 05:54:12 PM,40.65414998,-73.88058804
Transportation-Other,West 31 Street,Manhattan,08/25/2020 12:58:00 AM,08/25/2020 01:27:46 AM,40.7496101,-73.99325702
Fire-Collapse,8236 Beverly Road,Jamaica,08/25/2020 07:02:44 PM,08/25/2020 08:47:33 PM,40.70935001,-73.83326004
Structural-Collapse,143-33 97 Avenue,Queens,07/31/2020 06:28:30 AM,08/28/2020 11:33:54 AM,40.69660001,-73.80793504
Fire-4th Alarm,811 Cortelyou Road,Brooklyn,08/06/2020 14:44,08/28/2020 11:35:07 AM,40.63896,-73.97033601
Utility-Phone Outage,39th Street  & 1st Avenue,Brooklyn,08/29/2020 09:01:46 AM,08/29/2020 01:38:13 PM,40.65661003,-74.01269991
Administration-Other,930 Flushing Avenue,Brooklyn,08/30/2020 02:28:10 AM,08/30/2020 04:07:22 AM,40.70245338,-73.9346538
Fire-Haz Mat,1354 Willoughby Avenue,Brooklyn,08/31/2020 02:58:19 PM,08/31/2020 04:31:28 PM,40.70632,-73.92056804
Fire-10-76 (Commercial High Rise Fire),1375 Broadway,Manhattan,09/01/2020 8:10,09/01/2020 9:36,40.75224089,-73.98754147
Fire-Haz Mat,610 Ilyssa Way,Staten Island,09/01/2020 11:14,09/01/2020 13:59,40.56203002,-74.18722798
Law Enforcement-Device,Westchester Avenue & Bruckner Blvd,Bronx,09/02/2020 9:00,09/02/2020 10:23,40.85282003,-73.82732993
Fire-Haz Mat,Prince Street  & Northern Boulevard,Queens,09/04/2020 8:01,09/04/2020 14:19,40.76294004,-73.83329994
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/2016 03:53:54 PM,02/26/2017 08:45:09 PM,40.71400364,-73.82998933
Fire-2nd Alarm,1318 Franklin Avenue,Bronx,09/25/2017 10:08:34 AM,09/25/2017 04:29:46 PM,40.83227067,-73.90142593
Fire-2nd Alarm,14-22 Wheatley Street,Queens,04/16/2018 04:31:19 AM,04/16/2018 06:56:20 AM,40.60870308,-73.74980346
Fire-3rd Alarm,69-10 Grand Avenue,Queens,09/06/2020 14:12,09/06/2020 16:16,40.72611,-73.89473501
